Comment ID,Message,Updated At,Nickname,Platform,Stock Name
104754700,"시스템은 선진국인데 
의식이 못따라가니
대한민국에서의 공매도는 순기능은 없어진지 오래임.
선진국처럼 순기능을 바라는 건 
칼 든 강도에게 강도짓하지 말라는 것과 같은 것",2025-04-01T09:35:11+09:00,All인원,toss,skhynix
104753970,이거는 내랑더럽게안맞네 한번을안주네,2025-04-01T09:30:06+09:00,금의환항,toss,skhynix
104753290,더떨어져봐 추가매수하면 그만이야..ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,2025-04-01T09:24:21+09:00,알랑케이,toss,skhynix
104753114,차트 드릅네 ㅋㅋ,2025-04-01T09:22:22+09:00,구라핑,toss,skhynix
104752642,쫌 더 사봅니다 ㅎㅎ,2025-04-01T09:18:40+09:00,천재혜,toss,skhynix
104752280,공매도 이 🐕 쉐이들 ㅈ오옷 된겨,2025-04-01T09:15:42+09:00,Z촉a,toss,skhynix
104751758,제발,2025-04-01T09:11:50+09:00,주뤼닁,toss,skhynix
104751518,숏 스퀴즈 가자..,2025-04-01T09:10:15+09:00,달려라홍두깨,toss,skhynix
104750970,어질어질하다~~~,2025-04-01T09:06:30+09:00,곱버스도국장이다MAGA,toss,skhynix
104750680,공매도? 숏스퀴즈나 났으면 좋겠네,2025-04-01T09:04:44+09:00,용산구차트섹서,toss,skhynix
104749974,"공매도 과열 종목이래.
얼마나 공매도를 처발랐으면 공매도 실시 하루만에 과열이래.
진짜 ㅈ같은 종목이네",2025-04-01T09:00:17+09:00,All인원,toss,skhynix
104749426,하이닉스는 18만에 사서 21만원에 매도. 이것만 반복하면 돈복사 꿀잼,2025-04-01T08:52:52+09:00,Oh마이갓,toss,skhynix
104749298,외국인 폭격 시작,2025-04-01T08:51:08+09:00,성투파이팅,toss,skhynix
104749210,일단 줄먹 ㅋㅋㅋ 어제보니까 더 떨어지더라고,2025-04-01T08:49:45+09:00,21쨜주식왕,toss,skhynix
104748490,오늘살까 다음주살까?,2025-04-01T08:38:43+09:00,KimHoon,toss,skhynix
104748182,딥시크가 연 ‘저가 HBM’ 시장… 삼성·SK하이닉스에 기회?,2025-04-01T08:32:53+09:00,참한여,toss,skhynix
104748080,162000원에 매수 걸어놨는데 과연 매수가 될것인가 두둥!,2025-04-01T08:31:40+09:00,인생역전가보자고,toss,skhynix
104747898,오늘 공매도 막힘,2025-04-01T08:28:03+09:00,만주모으기,toss,skhynix
104747064,"공매도 과열 ㄷㄷ...
일단 추매 시기는 좀더 봐야하나",2025-04-01T08:11:25+09:00,성투파이팅,toss,skhynix
104746680,닉스 어제 처음 질렀는데 ㅠ,2025-04-01T08:04:45+09:00,삥땅치고배째라,toss,skhynix
104746512,싸게 산다 덕분에,2025-04-01T08:02:43+09:00,Drilloli,toss,skhynix
104745612,"1. 나스닥, 트럼프 관세 발표 경계심에 강보합.

- 트형 취임하고 이제 2달 지났는데 한 2년 지난거 같다...

2. 미 FDA 백신 책임자 사퇴에 바이오 섹터 주가 하락.

3. 원달러 환율 1474원.

- 한국 경제에 위기의 그림자가 느껴진다.

4. 화웨이, 미국의 제재에도 지속적인 성장, 작년 전체 매출 22% 성장, 자동차는 6배 성장.

5. 미국 제조업, 중국보다 경쟁력 뒤쳐져.
전기차(EV), 인공지능(Ai), 반도체, 우주 등 미래 핵심 산업에서 중국에 크게 뒤쳐진 것으로 나타나.조선업 생산 능력에서는 500배 차이.  중국 신문 발표가 아니라 일본 닛케이 보도. 

6. 남중국해 심해 유전 발견, 하루 413배럴 생산 가능성, 중국 에너지 자립에 청신호.

7. 김수현 인터뷰 요약 : 김새론이 성인이 된 후 1년간 교제, 평범한 연인, 가세연과 김새론 부모 측에 120억 손해배상 청구

8. 장제원 전 의원, 숨진 채 발견, 성폭행 혐의로 고소 당한 상황.

- ? 이건 생각도 못했는데...요새 진짜 내가 모르는 중요한 뭔가가 있나?",2025-04-01T07:43:05+09:00,목포낭만검객부캐,toss,skhynix
104743608,공매도 막혔네 오르나,2025-04-01T06:53:02+09:00,응니말맞아,toss,skhynix
104729222,신규 입성~^^,2025-04-01T03:16:34+09:00,love0825,toss,skhynix
